negeri,kodparlimen,namaparlimen,calon,parti,undi
SABAH,P.190,TAWAU,HERMAN BIN AMDAS,PARTI PEJUANG TANAHAIR (PEJUANG),"1,067"
SABAH,P.190,TAWAU,LO SU FUI,PARTI GABUNGAN RAKYAT SABAH (GRS),"19,865"
SABAH,P.191,KALABAKAN,DR NUR AINI ABD RAHMAN (MD),PARTI PEJUANG TANAHAIR (PEJUANG),"1,681"
SABAH,P.191,KALABAKAN,ANDI MUHAMMAD SURYADY BIN BANDY,BARISAN NASIONAL (BN),"23,855"
SABAH,P.191,KALABAKAN,MA'MUN BIN SULAIMAN,PARTI WARISAN SABAH (WARISAN),"14,755"
SABAH,P.191,KALABAKAN,DATO MUHAMAD,BEBAS (POKOK),341
SABAH,P.191,KALABAKAN,NORAINI ABD GHAPUR,PAKATAN HARAPAN (PH),"9,398"
SARAWAK,P.192,MAS GADING,RYAN SIM MIN LEONG,PARTI BUMI KENYALANG (PBK),"2,311"
SARAWAK,P.192,MAS GADING,LIDANG DISEN,GABUNGAN PARTI SARAWAK (GPS),"11,794"
SARAWAK,P.192,MAS GADING,MORDI ANAK BIMOL,PARTI TINDAKAN DEMOKRATIK (DAP),"17,274"
SARAWAK,P.193,SANTUBONG,NANCY SHUKRI,GABUNGAN PARTI SARAWAK (GPS),"43,739"
SARAWAK,P.193,SANTUBONG,AFFENDI BIN JEMAN,BEBAS (KUNCI),"3,012"
SARAWAK,P.193,SANTUBONG,MOHAMAD ZEN PELI,PAKATAN HARAPAN (PH),"5,058"
SARAWAK,P.194,PETRA JAYA,FADILLAH BIN YUSOF,GABUNGAN PARTI SARAWAK (GPS),"54,745"
SARAWAK,P.194,PETRA JAYA,SOPIAN JULAIHI,PAKATAN HARAPAN (PH),"13,382"
SARAWAK,P.194,PETRA JAYA,OTHMAN BIN ABDILLAH,PARTI SEDAR RAKYAT SARAWAK (SEDAR),"1,036"
SARAWAK,P.195,BANDAR KUCHING,TAY TZE KOK,GABUNGAN PARTI SARAWAK (GPS),"16,462"
SARAWAK,P.195,BANDAR KUCHING,VOON LEE SHAN,PARTI SARAWAK BERSATU (PSB),"1,760"
SARAWAK,P.195,BANDAR KUCHING,KELVIN YII LEE WUEN,PARTI TINDAKAN DEMOKRATIK (DAP),"45,353"
SARAWAK,P.196,STAMPIN,CHONG CHIENG JEN,PARTI TINDAKAN DEMOKRATIK (DAP),"39,310"
SARAWAK,P.196,STAMPIN,LO KHERE CHIANG,GABUNGAN PARTI SARAWAK (GPS),"32,152"
SARAWAK,P.196,STAMPIN,LUE CHENG HING,PARTI SARAWAK BERSATU (PSB),"2,291"
SARAWAK,P.197,KOTA SAMARAHAN,DATUK HJH RUBIAH BINTI WANG,GABUNGAN PARTI SARAWAK (GPS),"42,278"
SARAWAK,P.197,KOTA SAMARAHAN,ABANG HALIL,PAKATAN HARAPAN (PH),"12,833"
SARAWAK,P.198,PUNCAK BORNEO,WILLIE ANAK MONGIN,GABUNGAN PARTI SARAWAK (GPS),"29,457"
SARAWAK,P.198,PUNCAK BORNEO,DIOG ANAK DIOS,PAKATAN HARAPAN (PH),"16,119"
SARAWAK,P.198,PUNCAK BORNEO,IANA ANAK AKAM,PARTI SARAWAK BERSATU (PSB),"5,578"
SARAWAK,P.199,SERIAN,DR ALIM IMPIRA,BEBAS (KUNCI),"6,179"
SARAWAK,P.199,SERIAN,DATO' SRI RICHARD RIOT ANAK JAEM,GABUNGAN PARTI SARAWAK (GPS),"22,876"
SARAWAK,P.199,SERIAN,ELSIY A/K TINGANG,PARTI SARAWAK BERSATU (PSB),"5,630"
SARAWAK,P.199,SERIAN,LEARRY ANAK JABUL,PARTI TINDAKAN DEMOKRATIK (DAP),"5,289"
SARAWAK,P.200,BATANG SADONG,RODIYAH BINTI SAPIEE,GABUNGAN PARTI SARAWAK (GPS),"18,668"
SARAWAK,P.200,BATANG SADONG,CIKGU LAHAJI,PAKATAN HARAPAN (PH),"3,775"
SARAWAK,P.201,BATANG LUPAR,MOHAMAD SHAFIZAN,GABUNGAN PARTI SARAWAK (GPS),"19,627"
SARAWAK,P.201,BATANG LUPAR,WEL @ MAXWEL ROJIS,PAKATAN HARAPAN (PH),"2,768"
SARAWAK,P.201,BATANG LUPAR,HAMDAN SANI,PERIKATAN NASIONAL (PN),"5,164"
SARAWAK,P.202,SRI AMAN,DORIS SOPHIA ANAK BRODI,GABUNGAN PARTI SARAWAK (GPS),"14,131"
SARAWAK,P.202,SRI AMAN,WILSON ANAK ENTABANG,PARTI SARAWAK BERSATU (PSB),"10,092"
SARAWAK,P.202,SRI AMAN,MASIR ANAK KUJAT,BEBAS (POKOK),"5,673"
SARAWAK,P.202,SRI AMAN,NAGA LIBAU @ TAY,PAKATAN HARAPAN (PH),"2,021"
SARAWAK,P.203,LUBOK ANTU,JUGAH MUYANG,PERIKATAN NASIONAL (PN),"5,360"
SARAWAK,P.203,LUBOK ANTU,JOHNICHAL RAYONG NGIPA,PARTI SARAWAK BERSATU (PSB),"6,544"
SARAWAK,P.203,LUBOK ANTU,ROY ANGAU ANAK GINGKOI,GABUNGAN PARTI SARAWAK (GPS),"6,644"
SARAWAK,P.203,LUBOK ANTU,LANGGA LIAS,PAKATAN HARAPAN (PH),746
SARAWAK,P.204,BETONG,PATRICK KAMIS @ HJ KAMENG,PAKATAN HARAPAN (PH),"5,177"
SARAWAK,P.204,BETONG,HASBIE BIN SATAR,BEBAS (PERAHU),"5,057"
SARAWAK,P.204,BETONG,DR. RICHARD RAPU,GABUNGAN PARTI SARAWAK (GPS),"16,479"
SARAWAK,P.205,SARATOK,GIENDAM JONATHAN TAIT,GABUNGAN PARTI SARAWAK (GPS),"10,397"
SARAWAK,P.205,SARATOK,DATUK ALI BIJU,PERIKATAN NASIONAL (PN),"19,223"
SARAWAK,P.205,SARATOK,IBIL JAYA,PAKATAN HARAPAN (PH),"1,221"
SARAWAK,P.206,TANJONG MANIS,IR. YUSUF ABD WAHAB,GABUNGAN PARTI SARAWAK (GPS),"16,474"
SARAWAK,P.206,TANJONG MANIS,USTAZAH ZAINAB,PAKATAN HARAPAN (PH),"2,566"
SARAWAK,P.207,IGAN,AHMAD JOHNIE BIN ZAWAWI,GABUNGAN PARTI SARAWAK (GPS),"15,824"
SARAWAK,P.207,IGAN,HUD ANDRI,PAKATAN HARAPAN (PH),"1,162"
SARAWAK,P.208,SARIKEI,HUANG TIONG SII,GABUNGAN PARTI SARAWAK (GPS),"20,080"
SARAWAK,P.208,SARIKEI,RODERICK WONG SIEW LEAD,PARTI TINDAKAN DEMOKRATIK (DAP),"16,383"
SARAWAK,P.209,JULAU,SUSAN ANAK GEORGE,PARTI BANSA DAYAK SARAWAK (PBDS),335
SARAWAK,P.209,JULAU,JOSEPH SALANG,GABUNGAN PARTI SARAWAK (GPS),"7,819"
SARAWAK,P.209,JULAU,LARRY SOON @ LARRY SNG WEI SHIEN,PARTI BANGSA MALAYSIA (PBM),"9,159"
SARAWAK,P.209,JULAU,ELLY LAWAI NGALAI,BEBAS (BEBAS),"5,224"
SARAWAK,P.210,KANOWIT,JOSEPH NYAMBONG,PAKATAN HARAPAN (PH),"7,175"
SARAWAK,P.210,KANOWIT,DR. ELLI LUHAT,BEBAS (KUNCI),427
SARAWAK,P.210,KANOWIT,AARON AGO ANAK DAGANG,GABUNGAN PARTI SARAWAK (GPS),"7,411"
SARAWAK,P.210,KANOWIT,GEORGE CHEN,BEBAS (BUKU),741
SARAWAK,P.210,KANOWIT,MICHAEL ANAK LIAS,BEBAS (KERUSI),"2,289"
SARAWAK,P.211,LANANG,DATO WONG TIING KIONG,BEBAS (KUDA),587
SARAWAK,P.211,LANANG,PRISCILLA LAU,PARTI SARAWAK BERSATU (PSB),"3,663"
SARAWAK,P.211,LANANG,ALICE LAU KIONG YIENG,PARTI TINDAKAN DEMOKRATIK (DAP),"30,120"
SARAWAK,P.211,LANANG,WONG CHING YONG,GABUNGAN PARTI SARAWAK (GPS),"18,576"
SARAWAK,P.212,SIBU,OSCAR LING CHAI YEW,PARTI TINDAKAN DEMOKRATIK (DAP),"31,287"
SARAWAK,P.212,SIBU,CLARENCE TING ING HORH,GABUNGAN PARTI SARAWAK (GPS),"23,527"
SARAWAK,P.212,SIBU,WONG SOON KOH,PARTI SARAWAK BERSATU (PSB),"11,128"
SARAWAK,P.213,MUKAH,HANIFAH HAJAR TAIB,GABUNGAN PARTI SARAWAK (GPS),"21,733"
SARAWAK,P.213,MUKAH,ABDUL JALIL,PAKATAN HARAPAN (PH),"6,047"
SARAWAK,P.214,SELANGAU,UMPANG ANAK SABANG,PAKATAN HARAPAN (PH),"11,092"
SARAWAK,P.214,SELANGAU,EDWIN ANAK BANTA,GABUNGAN PARTI SARAWAK (GPS),"16,078"
SARAWAK,P.214,SELANGAU,HENRY JOSEPH USAU,BEBAS (BEBAS),"1,626"
SARAWAK,P.215,KAPIT,ALEXANDER NANTA LINGGI,GABUNGAN PARTI SARAWAK (GPS),"16,522"
SARAWAK,P.215,KAPIT,PANGKAS AK. UNGGANG,PAKATAN HARAPAN (PH),"4,120"
SARAWAK,P.215,KAPIT,ROBERT SAWENG,PARTI BANSA DAYAK SARAWAK (PBDS),"1,357"
SARAWAK,P.216,HULU RAJANG,ABUN SUI ANYIT,PAKATAN HARAPAN (PH),"7,951"
SARAWAK,P.216,HULU RAJANG,UGAK ANAK KUMBONG,GABUNGAN PARTI SARAWAK (GPS),"15,456"
SARAWAK,P.217,BINTULU,DUKE ANAK JANTENG,PERIKATAN NASIONAL (PN),"5,650"
SARAWAK,P.217,BINTULU,DATO SRI TIONG KING SING,GABUNGAN PARTI SARAWAK (GPS),"43,455"
SARAWAK,P.217,BINTULU,CHIEW CHAN YEW,PARTI TINDAKAN DEMOKRATIK (DAP),"21,287"
SARAWAK,P.218,SIBUTI,LUKANISMAN BIN AWANG SAUNI,GABUNGAN PARTI SARAWAK (GPS),"22,150"
SARAWAK,P.218,SIBUTI,ZULHAIDAH SUBOH,PAKATAN HARAPAN (PH),"10,405"
SARAWAK,P.218,SIBUTI,BOBBY ANAK WILLIAM,PARTI BANSA DAYAK SARAWAK (PBDS),"1,361"
SARAWAK,P.219,MIRI,JEFFERY PHANG,GABUNGAN PARTI SARAWAK (GPS),"33,390"
SARAWAK,P.219,MIRI,LAWRENCE LAI,PARTI SARAWAK BERSATU (PSB),"5,209"
SARAWAK,P.219,MIRI,CHIEW CHOON MAN,PAKATAN HARAPAN (PH),"39,549"
SARAWAK,P.220,BARAM,ANYI NGAU,GABUNGAN PARTI SARAWAK (GPS),"18,399"
SARAWAK,P.220,BARAM,ROLAND ENGAN,PAKATAN HARAPAN (PH),"11,060"
SARAWAK,P.220,BARAM,WILFREDENTIKA,BEBAS (POKOK),324
SARAWAK,P.221,LIMBANG,RACHA BALANG,PAKATAN HARAPAN (PH),"4,899"
SARAWAK,P.221,LIMBANG,HASBI BIN HABIBOLLAH,GABUNGAN PARTI SARAWAK (GPS),"14,897"
SARAWAK,P.222,LAWAS,HJ JAPAR BIN HJ SUYUT,PAKATAN HARAPAN (PH),"1,163"
SARAWAK,P.222,LAWAS,BARU BIAN,PARTI SARAWAK BERSATU (PSB),"5,684"
SARAWAK,P.222,LAWAS,HENRY SUM AGONG,GABUNGAN PARTI SARAWAK (GPS),"11,361"
